id,si,gu,dong,bunji,type,roadCondition,buildingSize,landSize,yearBuilt,address
1,서울특별시,성북구,길음동,5**,단독,8m미만,19.83,46,1980,길음로1길
2,서울특별시,성북구,길음동,5**,단독,8m미만,24.97,53,1985,동소문로43다길
3,서울특별시,성북구,길음동,4**,단독,-,70.83,57,1991,숭인로16가길
4,서울특별시,성북구,길음동,5**,단독,8m미만,51,60,1985,길음로5길
5,서울특별시,성북구,길음동,5**,단독,8m미만,39.67,63,1940,길음로1가길
6,서울특별시,성북구,길음동,5**,단독,8m미만,33.12,66,1980,동소문로43다길
7,서울특별시,성북구,길음동,9**,단독,8m미만,191.72,88.7,1996,삼양로8길
8,서울특별시,성북구,길음동,5**,단독,8m미만,38.76,92,1985,동소문로43다길
9,서울특별시,성북구,길음동,1***,단독,8m미만,257.16,99,1975,삼양로
10,서울특별시,성북구,길음동,1***,단독,8m미만,182.28,101.5,1991,삼양로9길
11,서울특별시,성북구,길음동,9**,단독,8m미만,59.67,104,1966,삼양로6길
12,서울특별시,성북구,길음동,9**,단독,8m미만,49.58,104.2,1980,동소문로43가길
13,서울특별시,성북구,길음동,1***,단독,8m미만,201.31,124,1995,삼양로9길
14,서울특별시,성북구,길음동,1***,단독,8m미만,188.88,127.9,1993,삼양로12길
15,서울특별시,성북구,길음동,1***,단독,8m미만,99.44,162,1966,삼양로9길
16,서울특별시,성북구,길음동,1***,단독,8m미만,315.65,175,1996,숭인로
17,서울특별시,성북구,돈암동,4*,단독,8m미만,29.51,40,1985,북악산로17길
18,서울특별시,성북구,돈암동,4*,단독,8m미만,32.3,84,1980,북악산로17길
19,서울특별시,성북구,돈암동,7*,단독,8m미만,256.5,92,1993,동소문로32길
20,서울특별시,성북구,돈암동,6*,단독,8m미만,84.14,281,1950,
21,서울특별시,성북구,동선동1가,8*,단독,12m미만,40.92,28.1,1977,동소문로22길
22,서울특별시,성북구,동선동2가,3**,단독,8m미만,26.45,62.8,1955,보문로30가길
23,서울특별시,성북구,동선동2가,1**,단독,8m미만,299.15,118,1994,동소문로22길
24,서울특별시,성북구,동선동3가,1**,단독,8m미만,33.06,56.5,1980,동소문로26길
25,서울특별시,성북구,동선동3가,7*,단독,8m미만,136.96,71.4,1993,동소문로26마길
26,서울특별시,성북구,동선동3가,1**,단독,8m미만,113.38,98.2,1965,동소문로26다길
27,서울특별시,성북구,동선동4가,2**,단독,8m미만,26.45,48.6,1980,동소문로25길
28,서울특별시,성북구,동선동4가,2**,단독,12m미만,72.73,161.3,,동소문로25가길
29,서울특별시,성북구,동선동4가,1**,단독,12m미만,92.57,167.9,1980,동소문로23길
30,서울특별시,성북구,동선동5가,7*,다가구,8m미만,135.06,82.6,1993,동소문로29길
31,서울특별시,성북구,동선동5가,1**,다가구,8m미만,210.38,172.6,1980,아리랑로4가길
32,서울특별시,성북구,동선동5가,9*,단독,8m미만,76.33,59.5,1967,
33,서울특별시,성북구,동선동5가,1*,단독,12m미만,128.76,64.5,2017,동소문로25길
34,서울특별시,성북구,동소문동1가,1**,다가구,8m미만,493.04,224.8,2010,동소문로
35,서울특별시,성북구,동소문동2가,1**,단독,8m미만,19.7,49.2,1980,동소문로6길
36,서울특별시,성북구,동소문동2가,2**,단독,8m미만,29.75,60,1980,동소문로8길
37,서울특별시,성북구,동소문동2가,7*,단독,8m미만,39.67,73,1980,동소문로6길
38,서울특별시,성북구,동소문동2가,6*,단독,8m미만,42.98,73,1980,동소문로6길
39,서울특별시,성북구,동소문동2가,1**,단독,8m미만,39.67,79,1980,동소문로6길
40,서울특별시,성북구,동소문동2가,2*,단독,8m미만,112.02,92.8,1980,동소문로6길
41,서울특별시,성북구,동소문동4가,1**,단독,12m미만,926.06,322,1994,동소문로3길
42,서울특별시,성북구,동소문동4가,1**,단독,12m미만,313.29,360.7,1980,동소문로11길
43,서울특별시,성북구,동소문동5가,2*,단독,8m미만,52.24,63,1980,보문로40길
44,서울특별시,성북구,동소문동6가,7*,다가구,12m미만,98.86,55.5,1980,동소문로15길
45,서울특별시,성북구,동소문동6가,8*,단독,8m미만,33.06,68.4,1980,아리랑로3길
46,서울특별시,성북구,동소문동6가,1**,단독,8m미만,138.8,95.9,1994,동소문로13나길
47,서울특별시,성북구,동소문동6가,1**,단독,8m미만,67.77,111.4,1980,동소문로
48,서울특별시,성북구,동소문동7가,1*,단독,8m미만,147.93,122,1980,동소문로13나길
49,서울특별시,성북구,보문동1가,1**,다가구,25m이상,139.08,41.3,1970,인촌로
50,서울특별시,성북구,보문동1가,2**,단독,8m미만,19.83,23.1,1980,인촌로6길
51,서울특별시,성북구,보문동1가,9*,단독,8m미만,19.83,42,1980,보문로26길
52,서울특별시,성북구,보문동1가,1**,단독,8m미만,19.04,55.9,1980,보문로
53,서울특별시,성북구,보문동1가,1**,단독,8m미만,23.14,55.9,1980,보문로
54,서울특별시,성북구,보문동1가,6*,단독,8m미만,19.83,62.5,1980,인촌로1길
55,서울특별시,성북구,보문동1가,2**,단독,12m미만,33.06,73,1980,인촌로6길
56,서울특별시,성북구,보문동1가,9*,단독,8m미만,75.41,100.5,1969,인촌로3길
57,서울특별시,성북구,보문동2가,5*,다가구,8m미만,326.16,210.6,1992,지봉로23길
58,서울특별시,성북구,보문동5가,1**,다가구,12m미만,219.31,128.3,1993,보문로17길
59,서울특별시,성북구,보문동5가,9*,단독,8m미만,26.45,48.6,1939,보문로21길
60,서울특별시,성북구,보문동5가,7*,단독,12m미만,109.72,91.6,1980,보문로21길
61,서울특별시,성북구,보문동5가,1**,단독,12m미만,66.12,169.2,1940,보문로17길
62,서울특별시,성북구,보문동6가,3**,다가구,8m미만,119.61,83,1980,보문로13마길
63,서울특별시,성북구,보문동6가,4*,다가구,8m미만,279.21,126.6,1994,지봉로20길
64,서울특별시,성북구,보문동6가,8*,다가구,12m미만,211.45,140.8,1988,보문로13길
65,서울특별시,성북구,보문동6가,3**,단독,8m미만,39.67,86,1939,보문로9길
66,서울특별시,성북구,보문동6가,3**,단독,8m미만,72.73,99,1980,보문로9길
67,서울특별시,성북구,보문동6가,2**,단독,8m미만,39.67,106,1980,보문로13라길
68,서울특별시,성북구,보문동6가,2**,단독,8m미만,160.86,152,1980,보문로13마길
69,서울특별시,성북구,보문동7가,8*,단독,12m미만,379.59,146,1980,보문로13길
70,서울특별시,성북구,삼선동1가,2**,다가구,8m미만,120.99,109,1992,삼선교로10바길
71,서울특별시,성북구,삼선동1가,2**,단독,8m미만,132.23,36.26,1980,삼선교로4길
72,서울특별시,성북구,삼선동1가,2**,단독,8m미만,27.74,52.65,1981,삼선교로4길
73,서울특별시,성북구,삼선동1가,2**,단독,8m미만,20.13,68.84,1961,삼선교로10마길
74,서울특별시,성북구,삼선동1가,1*,단독,8m미만,23.67,80.7,1961,삼선교로2길
75,서울특별시,성북구,삼선동1가,2**,단독,8m미만,54.44,86.9,1969,삼선교로10라길
76,서울특별시,성북구,삼선동1가,2**,단독,8m미만,147.58,97.2,1994,삼선교로10다길
77,서울특별시,성북구,삼선동1가,2**,단독,8m미만,144.24,102.5,1990,삼선교로10라길
78,서울특별시,성북구,삼선동1가,6*,단독,25m미만,115.74,103.8,2001,삼선교로
79,서울특별시,성북구,삼선동1가,2**,단독,8m미만,167.21,105.8,1995,삼선교로10라길
80,서울특별시,성북구,삼선동1가,2**,단독,8m미만,66.55,106,1960,삼선교로10다길
81,서울특별시,성북구,삼선동1가,2**,단독,8m미만,128.93,116,1969,삼선교로4길
82,서울특별시,성북구,삼선동1가,2**,단독,8m미만,55.2,126,1980,삼선교로10바길
83,서울특별시,성북구,삼선동1가,2**,단독,8m미만,38.18,132,1955,삼선교로4나길
84,서울특별시,성북구,삼선동1가,3**,단독,8m미만,72.73,139,1980,삼선교로4마길
85,서울특별시,성북구,삼선동1가,2**,단독,12m미만,159.64,191.7,1970,삼선교로10바길
86,서울특별시,성북구,삼선동1가,2**,단독,8m미만,125.12,337,1977,삼선교로4길
87,서울특별시,성북구,삼선동2가,3**,다가구,8m미만,249.39,160,1990,삼선교로16가길
88,서울특별시,성북구,삼선동2가,3**,단독,8m미만,26.7,46.9,1985,삼선교로16길
89,서울특별시,성북구,삼선동2가,3**,단독,8m미만,29,50.6,1980,삼선교로16가길
90,서울특별시,성북구,삼선동2가,3**,단독,8m미만,27,52.9,1980,삼선교로16길
91,서울특별시,성북구,삼선동2가,2**,단독,8m미만,26.45,65.95,1980,삼선교로14길
92,서울특별시,성북구,삼선동2가,3**,단독,12m미만,133.45,76.4,1991,삼선교로14길
93,서울특별시,성북구,삼선동2가,4**,단독,8m미만,119.46,79,1994,삼선교로16가길
94,서울특별시,성북구,삼선동2가,3**,단독,12m미만,46.28,80.7,1980,삼선교로14길
95,서울특별시,성북구,삼선동2가,2**,단독,8m미만,47.09,91.8,1984,삼선교로16길
96,서울특별시,성북구,삼선동2가,2**,단독,8m미만,46.21,93.2,1970,삼선교로10길
97,서울특별시,성북구,삼선동2가,2**,단독,8m미만,228.55,133.2,1997,삼선교로16길
98,서울특별시,성북구,삼선동2가,2**,단독,12m미만,206.55,136.5,1990,삼선교로10바길
99,서울특별시,성북구,삼선동2가,3**,단독,8m미만,214.15,143.1,1989,삼선교로14길
100,서울특별시,성북구,삼선동2가,3**,단독,8m미만,248.79,178.5,1990,삼선교로14길
101,서울특별시,성북구,삼선동3가,1**,다가구,8m미만,116.04,75.4,1994,삼선교로16나길
102,서울특별시,성북구,삼선동3가,3*,다가구,8m미만,159.95,94.6,2000,삼선교로18가길
103,서울특별시,성북구,삼선동3가,1**,다가구,8m미만,199.9,139.8,1992,삼선교로16나길
104,서울특별시,성북구,삼선동3가,9*,단독,8m미만,36.16,38.7,1964,삼선교로16가길
105,서울특별시,성북구,삼선동3가,9*,단독,8m미만,39.27,70.75,1980,보문로29다길
106,서울특별시,성북구,삼선동3가,1**,단독,8m미만,44.9,76.4,1980,삼선교로16나길
107,서울특별시,성북구,삼선동3가,9*,단독,8m미만,53.09,84,1980,삼선교로16가길
108,서울특별시,성북구,삼선동3가,8*,단독,12m미만,168.44,101.8,1980,보문로31길
109,서울특별시,성북구,삼선동4가,5*,단독,12m미만,429.63,136.5,1980,보문로35길
110,서울특별시,성북구,삼선동5가,1**,다가구,12m미만,228.78,157.7,1989,보문로29나길
111,서울특별시,성북구,삼선동5가,1**,다가구,12m미만,228.78,157.7,1989,보문로29나길
112,서울특별시,성북구,삼선동5가,1**,다가구,12m미만,246.42,218.2,1989,보문로29나길
113,서울특별시,성북구,삼선동5가,9*,단독,8m미만,42.7,43.3,1991,보문로31길
114,서울특별시,성북구,삼선동5가,9*,단독,8m미만,125.55,73.4,1991,보문로31길
115,서울특별시,성북구,삼선동5가,9*,단독,8m미만,23.14,84.3,1980,삼선교로22길
116,서울특별시,성북구,삼선동5가,1**,단독,12m미만,157.35,88.6,1997,보문로29나길
117,서울특별시,성북구,삼선동5가,1**,단독,8m미만,148.95,98.5,1996,보문로29길
118,서울특별시,성북구,삼선동5가,3*,단독,12m미만,198.54,115.4,1991,삼선교로24길
119,서울특별시,성북구,삼선동5가,1**,단독,8m미만,175.2,125.6,2002,보문로31길
120,서울특별시,성북구,삼선동5가,4**,단독,12m미만,62.81,129.9,1980,인촌로5길
121,서울특별시,성북구,삼선동5가,6*,단독,12m미만,819.42,302.5,1991,삼선교로22길
122,서울특별시,성북구,상월곡동,2*,다가구,8m미만,117.94,69,1994,화랑로18바길
123,서울특별시,성북구,상월곡동,2*,다가구,8m미만,171.92,122,1991,화랑로18길
124,서울특별시,성북구,상월곡동,2*,단독,8m미만,31.57,46,1980,화랑로18아길
125,서울특별시,성북구,상월곡동,8*,단독,8m미만,31.67,58,1966,장월로1마길
126,서울특별시,성북구,상월곡동,2*,단독,8m미만,117.94,69,1994,화랑로18바길
127,서울특별시,성북구,상월곡동,2*,단독,8m미만,133.89,92,1980,화랑로18라길
128,서울특별시,성북구,상월곡동,2*,단독,8m미만,156.02,96,1994,장월로2길
129,서울특별시,성북구,상월곡동,5*,단독,8m미만,175.11,102,1991,화랑로15가길
130,서울특별시,성북구,상월곡동,7*,단독,8m미만,149.15,109,1995,장월로1길
131,서울특별시,성북구,상월곡동,*,단독,8m미만,169.56,109,1983,화랑로23길
132,서울특별시,성북구,상월곡동,5*,단독,8m미만,182.31,112,1991,화랑로15가길
133,서울특별시,성북구,상월곡동,*,단독,8m미만,78.67,119,1970,화랑로21길
134,서울특별시,성북구,상월곡동,7*,단독,8m미만,198.9,121,2007,장월로1마길
135,서울특별시,성북구,상월곡동,2*,단독,8m미만,92.03,129,1971,
136,서울특별시,성북구,상월곡동,*,단독,8m미만,183.33,129,1980,화랑로21길
137,서울특별시,성북구,상월곡동,5*,단독,8m미만,197.84,132,1990,화랑로17길
138,서울특별시,성북구,상월곡동,5*,단독,8m미만,203.68,132,2017,화랑로17길
139,서울특별시,성북구,상월곡동,2*,단독,8m미만,164.76,139,1974,화랑로23길
140,서울특별시,성북구,상월곡동,2*,단독,8m미만,121.15,152,1974,화랑로21길
141,서울특별시,성북구,상월곡동,2*,단독,8m미만,218.49,182,1969,화랑로18길
142,서울특별시,성북구,상월곡동,*,단독,8m미만,147.27,195,1980,화랑로23길
143,서울특별시,성북구,상월곡동,2*,단독,12m미만,616.68,241,2003,화랑로19길
144,서울특별시,성북구,석관동,6*,다가구,8m미만,128.52,76,1991,한천로69길
145,서울특별시,성북구,석관동,2**,다가구,8m미만,145.23,86,1992,화랑로32길
146,서울특별시,성북구,석관동,2**,다가구,8m미만,149.13,96,1993,
147,서울특별시,성북구,석관동,6*,다가구,8m미만,160.26,96,1992,한천로71길
148,서울특별시,성북구,석관동,3**,다가구,8m미만,138.42,99,1988,돌곶이로9가길
149,서울특별시,성북구,석관동,1**,다가구,8m미만,157.05,102,1993,한천로79길
150,서울특별시,성북구,석관동,1**,다가구,8m미만,161.41,105,1980,한천로80길
151,서울특별시,성북구,석관동,2**,다가구,8m미만,158.76,112,1990,화랑로32길
152,서울특별시,성북구,석관동,3**,다가구,8m미만,167.62,112,1986,돌곶이로9길
153,서울특별시,성북구,석관동,1**,다가구,8m미만,124.41,116,1976,화랑로40길
154,서울특별시,성북구,석관동,7*,다가구,8m미만,212.75,116,2017,한천로71길
155,서울특별시,성북구,석관동,6*,다가구,12m미만,243.48,119,1993,돌곶이로14길
156,서울특별시,성북구,석관동,1**,다가구,8m미만,170.95,122,1993,돌곶이로22길
157,서울특별시,성북구,석관동,3**,다가구,8m미만,167.69,132,1992,화랑로32다길
158,서울특별시,성북구,석관동,1**,다가구,8m미만,310.22,132,1997,한천로80길
159,서울특별시,성북구,석관동,2**,다가구,8m미만,175.87,169,1978,한천로81길
160,서울특별시,성북구,석관동,2**,다가구,8m미만,243.36,175,1983,화랑로32길
161,서울특별시,성북구,석관동,2**,다가구,12m미만,364.97,324,1980,돌곶이로22나길
162,서울특별시,성북구,석관동,3**,단독,8m미만,16.07,33,1980,돌곶이로
163,서울특별시,성북구,석관동,3**,단독,8m미만,37.48,60,1980,돌곶이로
164,서울특별시,성북구,석관동,2**,단독,12m미만,53.11,60,1971,한천로73길
165,서울특별시,성북구,석관동,3**,단독,8m미만,42.88,63,1980,돌곶이로9가길
166,서울특별시,성북구,석관동,2**,단독,8m미만,58.08,63,1980,돌곶이로14길
167,서울특별시,성북구,석관동,3**,단독,8m미만,60.17,66,1980,돌곶이로8다길
168,서울특별시,성북구,석관동,3**,단독,8m미만,104.74,66,1992,돌곶이로9가길
169,서울특별시,성북구,석관동,3**,단독,8m미만,50.84,69,1970,돌곶이로8나길
170,서울특별시,성북구,석관동,3**,단독,8m미만,52.56,69,1967,돌곶이로7길
171,서울특별시,성북구,석관동,3**,단독,8m미만,49.02,73,1967,돌곶이로7길
172,서울특별시,성북구,석관동,3**,단독,8m미만,49.02,73,1967,돌곶이로7길
173,서울특별시,성북구,석관동,2**,단독,8m미만,39.7,76,1966,화랑로32길
174,서울특별시,성북구,석관동,3**,단독,8m미만,60.69,77,1969,
175,서울특별시,성북구,석관동,5*,단독,8m미만,44.83,79,1980,돌곶이로8길
176,서울특별시,성북구,석관동,1**,단독,8m미만,62.61,79,1971,돌곶이로22길
177,서울특별시,성북구,석관동,3**,단독,8m미만,63.34,79,1971,돌곶이로
178,서울특별시,성북구,석관동,3**,단독,8m미만,73.62,79,1970,화랑로22나길
179,서울특별시,성북구,석관동,2**,단독,8m미만,126.3,79,1994,돌곶이로17가길
180,서울특별시,성북구,석관동,3**,단독,8m미만,51.9,83,1968,화랑로24길
181,서울특별시,성북구,석관동,2**,단독,8m미만,55.24,83,1980,
182,서울특별시,성북구,석관동,1**,단독,8m미만,62.78,83,1971,돌곶이로22길
183,서울특별시,성북구,석관동,3**,단독,8m미만,71.71,83,1970,화랑로22나길
184,서울특별시,성북구,석관동,3**,단독,8m미만,60.4,86,1971,화랑로22다길
185,서울특별시,성북구,석관동,3**,단독,8m미만,66.87,86,1970,화랑로22나길
186,서울특별시,성북구,석관동,3**,단독,8m미만,71.04,86,1970,돌곶이로8다길
187,서울특별시,성북구,석관동,1**,단독,8m미만,107.43,86,1971,돌곶이로22길
188,서울특별시,성북구,석관동,3**,단독,8m미만,118.99,86,1968,돌곶이로9길
189,서울특별시,성북구,석관동,2**,단독,12m미만,54.42,89,1973,돌곶이로22길
190,서울특별시,성북구,석관동,5*,단독,8m미만,57.85,89,1980,돌곶이로8길
191,서울특별시,성북구,석관동,1**,단독,8m미만,59.7,89,1973,돌곶이로22길
192,서울특별시,성북구,석관동,2**,단독,8m미만,63.9,89,1969,화랑로
193,서울특별시,성북구,석관동,2**,단독,8m미만,70.08,89,1971,한천로73길
194,서울특별시,성북구,석관동,1**,단독,8m미만,144.6,89,1992,돌곶이로22길
195,서울특별시,성북구,석관동,1**,단독,8m미만,145.98,89,1992,돌곶이로22길
196,서울특별시,성북구,석관동,3**,단독,8m미만,149.43,89,1980,돌곶이로9길
197,서울특별시,성북구,석관동,3**,단독,8m미만,158.41,89,1994,화랑로32길
198,서울특별시,성북구,석관동,3**,단독,8m미만,54.91,92,1968,
199,서울특별시,성북구,석관동,3**,단독,8m미만,59.44,92,1968,
200,서울특별시,성북구,석관동,1**,단독,8m미만,59.96,92,1972,돌곶이로22길
201,서울특별시,성북구,석관동,1**,단독,8m미만,60.43,92,1972,돌곶이로22길
202,서울특별시,성북구,석관동,1**,단독,8m미만,62.11,92,1973,돌곶이로22길
203,서울특별시,성북구,석관동,3**,단독,8m미만,64.36,92,1980,
204,서울특별시,성북구,석관동,2**,단독,8m미만,64.89,92,1970,
205,서울특별시,성북구,석관동,3**,단독,8m미만,68.09,92,1980,
206,서울특별시,성북구,석관동,2**,단독,8m미만,83.21,92,1996,돌곶이로8다길
207,서울특별시,성북구,석관동,6*,단독,12m미만,197.2,93,1992,한천로69길
208,서울특별시,성북구,석관동,3**,단독,8m미만,64.73,96,1973,화랑로18다길
209,서울특별시,성북구,석관동,1**,단독,8m미만,95.03,96,1974,한천로80길
210,서울특별시,성북구,석관동,3**,단독,8m미만,52.23,99,1980,돌곶이로9가길
211,서울특별시,성북구,석관동,3**,단독,8m미만,66.25,99,1973,화랑로18라길
212,서울특별시,성북구,석관동,1**,단독,8m미만,69.59,99,1976,한천로72길
213,서울특별시,성북구,석관동,2**,단독,8m미만,71.41,99,1970,돌곶이로7길
214,서울특별시,성북구,석관동,1**,단독,8m미만,75.87,99,1975,한천로74길
215,서울특별시,성북구,석관동,7*,단독,12m미만,204.98,99,1993,한천로70길
216,서울특별시,성북구,석관동,2**,단독,8m미만,68.86,102,1973,돌곶이로22가길
217,서울특별시,성북구,석관동,3**,단독,8m미만,75.48,102,1970,화랑로22나길
218,서울특별시,성북구,석관동,2**,단독,8m미만,175.08,102,1991,돌곶이로22길
219,서울특별시,성북구,석관동,1**,단독,8m미만,178.53,102,1993,한천로79길
220,서울특별시,성북구,석관동,3**,단독,8m미만,85.02,104,1980,
221,서울특별시,성북구,석관동,3**,단독,8m미만,149.05,105,1994,화랑로22나길
222,서울특별시,성북구,석관동,3**,단독,8m미만,56.73,106,1970,화랑로22가길
223,서울특별시,성북구,석관동,1**,단독,8m미만,68.79,106,1972,한천로79길
224,서울특별시,성북구,석관동,2**,단독,8m미만,153.72,106,1993,돌곶이로21나길
225,서울특별시,성북구,석관동,2**,단독,8m미만,148.28,109,1993,돌곶이로8가길
226,서울특별시,성북구,석관동,6*,단독,12m미만,162.66,109,1980,돌곶이로8바길
227,서울특별시,성북구,석관동,1**,단독,8m미만,168.24,109,1990,한천로76길
228,서울특별시,성북구,석관동,7*,단독,8m미만,191.37,112,1993,한천로70길
229,서울특별시,성북구,석관동,2**,단독,8m미만,66.48,116,1968,돌곶이로15길
230,서울특별시,성북구,석관동,7*,단독,8m미만,78.22,116,1974,한천로70길
231,서울특별시,성북구,석관동,1**,단독,8m미만,80.43,116,1975,화랑로40길
232,서울특별시,성북구,석관동,1**,단독,8m미만,80.96,116,1974,한천로76나길
233,서울특별시,성북구,석관동,4*,단독,25m이상,110.56,116,1983,한천로66길
234,서울특별시,성북구,석관동,1**,단독,8m미만,124.41,116,1976,화랑로40길
235,서울특별시,성북구,석관동,1**,단독,8m미만,178.87,116,1994,한천로76나길
236,서울특별시,성북구,석관동,3**,단독,8m미만,180.14,116,1994,화랑로32다길
237,서울특별시,성북구,석관동,1**,단독,8m미만,129.34,119,2000,한천로79길
238,서울특별시,성북구,석관동,1**,단독,8m미만,90.68,122,1974,한천로72길
239,서울특별시,성북구,석관동,1**,단독,8m미만,90.68,122,1971,한천로72길
240,서울특별시,성북구,석관동,1**,단독,8m미만,92.89,122,1980,한천로
241,서울특별시,성북구,석관동,2**,단독,12m미만,287.76,122,1992,한천로73길
242,서울특별시,성북구,석관동,3**,단독,8m미만,89.65,123,1980,
243,서울특별시,성북구,석관동,1**,단독,8m미만,90.88,126,1974,
244,서울특별시,성북구,석관동,2**,단독,8m미만,51.24,132,1966,돌곶이로21길
245,서울특별시,성북구,석관동,1**,단독,8m미만,82.05,132,1975,한천로
246,서울특별시,성북구,석관동,1**,단독,8m미만,94.51,132,1974,
247,서울특별시,성북구,석관동,3**,단독,8m미만,69.33,136,1967,화랑로24길
248,서울특별시,성북구,석관동,1**,단독,8m미만,106.35,136,1975,화랑로40길
249,서울특별시,성북구,석관동,1**,단독,8m미만,99.71,139,1980,한천로76길
250,서울특별시,성북구,석관동,3**,단독,8m미만,148.86,139,1970,화랑로22나길
251,서울특별시,성북구,석관동,1**,단독,8m미만,194.92,139,1982,화랑로40길
252,서울특별시,성북구,석관동,1**,단독,8m미만,96.82,141,1977,
253,서울특별시,성북구,석관동,3**,단독,8m미만,72.09,145,1967,화랑로18길
254,서울특별시,성북구,석관동,2**,단독,8m미만,70.48,149,1969,화랑로
255,서울특별시,성북구,석관동,3**,단독,8m미만,72.83,149,1967,화랑로24길
256,서울특별시,성북구,석관동,3**,단독,8m미만,202.12,150,1982,돌곶이로19길
257,서울특별시,성북구,석관동,3**,단독,8m미만,224.1,155,1983,화랑로22다길
258,서울특별시,성북구,석관동,3**,단독,8m미만,236.97,155,1988,화랑로22가길
259,서울특별시,성북구,석관동,3**,단독,8m미만,174.75,208,1971,화랑로22길
260,서울특별시,성북구,석관동,3**,단독,8m미만,110.42,228,1978,화랑로22나길
261,서울특별시,성북구,석관동,3**,단독,8m미만,158.71,324,1961,화랑로22가길
262,서울특별시,성북구,석관동,2**,단독,8m미만,407.41,327,1966,돌곶이로11길
263,서울특별시,성북구,성북동,산2*,단독,8m미만,20.05,33,1980,성북로26가길
