id,si,gu,dong,bunji,type,roadCondition,buildingSize,landSize,yearBuilt,address
534,서울특별시,성북구,정릉동,2**,다가구,12m미만,299.28,159,1993,보국문로16길
535,서울특별시,성북구,정릉동,2**,다가구,8m미만,226.68,164,1988,보국문로16라길
536,서울특별시,성북구,정릉동,2**,다가구,8m미만,261.82,185,1989,보국문로8길
537,서울특별시,성북구,정릉동,1*,다가구,8m미만,457.53,215,1994,정릉로38라길
538,서울특별시,성북구,정릉동,3**,다가구,12m미만,228.04,238,1995,솔샘로6길
539,서울특별시,성북구,정릉동,7**,단독,8m미만,27.08,4,1985,솔샘로17길
540,서울특별시,성북구,정릉동,1*,단독,8m미만,62.54,30,1971,정릉로38라길
541,서울특별시,성북구,정릉동,1*,단독,8m미만,79.33,36,1980,정릉로42길
542,서울특별시,성북구,정릉동,6**,단독,8m미만,33.54,50,1980,정릉로10가길
543,서울특별시,성북구,정릉동,1**,단독,8m미만,20.66,60,1961,서경로
544,서울특별시,성북구,정릉동,3**,단독,8m미만,33.06,63,1943,보국문로
545,서울특별시,성북구,정릉동,6**,단독,8m미만,29.75,69,1959,정릉로10가길
546,서울특별시,성북구,정릉동,8**,단독,8m미만,39.78,69,1985,보국문로29마길
547,서울특별시,성북구,정릉동,7**,단독,8m미만,41.23,73.03,1985,솔샘로15가길
548,서울특별시,성북구,정릉동,1**,단독,8m미만,43.24,79,1966,정릉로27길
549,서울특별시,성북구,정릉동,1*,단독,8m미만,49.92,79,1959,정릉로36길
550,서울특별시,성북구,정릉동,7**,단독,8m미만,41.33,83,1966,솔샘로15가길
551,서울특별시,성북구,정릉동,3**,단독,8m미만,49.65,83,1980,솔샘로6라길
552,서울특별시,성북구,정릉동,3**,단독,8m미만,54.91,83,1969,정릉로17길
553,서울특별시,성북구,정릉동,3**,단독,8m미만,112.81,83,1992,정릉로17길
554,서울특별시,성북구,정릉동,5**,단독,12m미만,42.98,85,1959,아리랑로19길
555,서울특별시,성북구,정릉동,1**,단독,8m미만,45.64,86,1985,정릉로31나길
556,서울특별시,성북구,정릉동,2**,단독,8m미만,51.44,86,1969,보국문로8다길
557,서울특별시,성북구,정릉동,7**,단독,8m미만,36.92,87,1985,솔샘로15나길
558,서울특별시,성북구,정릉동,1**,단독,8m미만,49.56,99,1968,서경로
559,서울특별시,성북구,정릉동,2**,단독,8m미만,163.09,99,1993,보국문로8가길
560,서울특별시,성북구,정릉동,7**,단독,8m미만,40.9,102,1985,솔샘로17길
561,서울특별시,성북구,정릉동,7**,단독,8m미만,63.07,102,1972,
562,서울특별시,성북구,정릉동,2**,단독,8m미만,73.26,102,1974,보국문로8나길
563,서울특별시,성북구,정릉동,3**,단독,8m미만,149.78,102,2018,솔샘로6마길
564,서울특별시,성북구,정릉동,7**,단독,8m미만,62.16,104,1985,보국문로25가길
565,서울특별시,성북구,정릉동,2**,단독,8m미만,71.67,106,1980,보국문로8나길
566,서울특별시,성북구,정릉동,1*,단독,8m미만,162.99,106,1989,정릉로38바길
567,서울특별시,성북구,정릉동,1*,단독,8m미만,252.52,106,1980,정릉로38다길
568,서울특별시,성북구,정릉동,3**,단독,8m미만,50.91,109,1969,정릉로17길
569,서울특별시,성북구,정릉동,7**,단독,8m미만,73.59,109,1974,
570,서울특별시,성북구,정릉동,7**,단독,8m미만,31.51,111,1980,솔샘로15가길
571,서울특별시,성북구,정릉동,7**,단독,8m미만,46.64,112,1974,
572,서울특별시,성북구,정릉동,2**,단독,8m미만,78.77,112,1980,보국문로8가길
573,서울특별시,성북구,정릉동,3**,단독,8m미만,131.83,115,1977,정릉로21길
574,서울특별시,성북구,정릉동,2**,단독,8m미만,76.69,116,1972,보국문로8가길
575,서울특별시,성북구,정릉동,2**,단독,8m미만,76.03,119,1972,보국문로8가길
576,서울특별시,성북구,정릉동,2**,단독,8m미만,80.06,119,1972,보국문로8가길
577,서울특별시,성북구,정릉동,2**,단독,8m미만,75.28,122,1974,보국문로8나길
578,서울특별시,성북구,정릉동,2**,단독,8m미만,216.51,123,1991,보국문로8가길
579,서울특별시,성북구,정릉동,6**,단독,8m미만,29.75,126,1959,정릉로10가길
580,서울특별시,성북구,정릉동,3**,단독,8m미만,71.27,126,1971,솔샘로18길
581,서울특별시,성북구,정릉동,2**,단독,8m미만,132.07,129,1972,보국문로8가길
582,서울특별시,성북구,정릉동,1**,단독,8m미만,271.3,136,1993,보국문로2길
583,서울특별시,성북구,정릉동,1*,단독,8m미만,353.99,136,1990,정릉로38나길
584,서울특별시,성북구,정릉동,8**,단독,8m미만,31.56,138,1985,보국문로29마길
585,서울특별시,성북구,정릉동,1**,단독,8m미만,148.08,139,1980,아리랑로
586,서울특별시,성북구,정릉동,6**,단독,8m미만,199.02,149,2017,솔샘로16길
587,서울특별시,성북구,정릉동,8**,단독,8m미만,66.12,152,1959,정릉로9길
588,서울특별시,성북구,정릉동,3**,단독,8m미만,298.76,152,2018,솔샘로6길
589,서울특별시,성북구,정릉동,2**,단독,8m미만,266.68,153,1980,보국문로16라길
590,서울특별시,성북구,정릉동,3**,단독,8m미만,45.75,155,1970,솔샘로14길
591,서울특별시,성북구,정릉동,8**,단독,8m미만,37.08,156,1985,보국문로35가길
592,서울특별시,성북구,정릉동,2**,단독,8m미만,148.69,158,1977,보국문로8나길
593,서울특별시,성북구,정릉동,7**,단독,8m미만,60.86,165,1985,보국문로25가길
594,서울특별시,성북구,정릉동,1**,단독,8m미만,154.74,168,1968,서경로9가길
595,서울특별시,성북구,정릉동,1**,단독,8m미만,134.07,172,1971,서경로9가길
596,서울특별시,성북구,정릉동,1*,단독,8m미만,248.66,172,1989,정릉로38나길
597,서울특별시,성북구,정릉동,1**,단독,8m미만,192.4,175,1991,정릉로36길
598,서울특별시,성북구,정릉동,7**,단독,8m미만,112.36,182,1978,보국문로34길
599,서울특별시,성북구,정릉동,7**,단독,8m미만,97.52,189,1977,보국문로34길
600,서울특별시,성북구,정릉동,2**,단독,8m미만,188.88,192,1969,서경로9가길
601,서울특별시,성북구,정릉동,1**,단독,8m미만,82.62,195,1967,서경로9가길
602,서울특별시,성북구,정릉동,2**,단독,8m미만,158.28,195,1973,보국문로8나길
603,서울특별시,성북구,정릉동,2**,단독,8m미만,49.65,198,1980,서경로21길
604,서울특별시,성북구,정릉동,6**,단독,8m미만,297.3,198,1990,솔샘로5길
605,서울특별시,성북구,정릉동,8**,단독,8m미만,20.02,200,1985,보국문로29마길
606,서울특별시,성북구,정릉동,7**,단독,8m미만,39.6,200,1985,보국문로29나길
607,서울특별시,성북구,정릉동,7**,단독,8m미만,45.13,200,1985,보국문로29길
608,서울특별시,성북구,정릉동,8**,단독,8m미만,52.98,200,1985,보국문로29길
609,서울특별시,성북구,정릉동,7**,단독,8m미만,88.78,200,1980,솔샘로15가길
610,서울특별시,성북구,정릉동,7**,단독,8m미만,419.63,210,2018,솔샘로14길
611,서울특별시,성북구,정릉동,7**,단독,8m미만,419.63,210,2018,솔샘로14길
612,서울특별시,성북구,정릉동,7**,단독,8m미만,566.92,210,2018,솔샘로16길
613,서울특별시,성북구,정릉동,7**,단독,8m미만,566.92,210,2018,솔샘로16길
614,서울특별시,성북구,정릉동,3**,단독,8m미만,165.26,213,1982,정릉로21가길
615,서울특별시,성북구,정릉동,7**,단독,8m미만,78.81,230,1985,솔샘로15가길
616,서울특별시,성북구,정릉동,4**,단독,8m미만,215.3,238,1985,
617,서울특별시,성북구,정릉동,2**,단독,8m미만,166.94,241,1980,보국문로8가길
618,서울특별시,성북구,정릉동,8**,단독,8m미만,66.12,278,1980,정릉로8가길
619,서울특별시,성북구,정릉동,7**,단독,8m미만,137.88,312,1979,솔샘로11길
620,서울특별시,성북구,정릉동,8**,단독,8m미만,143.59,330,2015,보국문로32길
621,서울특별시,성북구,정릉동,3**,단독,8m미만,214.2,403,1988,솔샘로4길
622,서울특별시,성북구,정릉동,3**,단독,8m미만,149.12,404,1963,솔샘로14길
623,서울특별시,성북구,정릉동,4**,단독,8m미만,271.57,612,1973,보국문로8길
624,서울특별시,성북구,정릉동,8**,단독,8m미만,72,1050,2018,정릉로9나길
625,서울특별시,성북구,종암동,*,다가구,25m미만,141.18,60,1994,종암로30길
626,서울특별시,성북구,종암동,1**,다가구,8m미만,165.39,89,1993,월곡로13길
627,서울특별시,성북구,종암동,9*,다가구,8m미만,253.92,182,1996,종암로22길
628,서울특별시,성북구,종암동,1*,단독,8m미만,19.83,26,1980,종암로16길
629,서울특별시,성북구,종암동,9*,단독,8m미만,36.36,36,1980,종암로22길
630,서울특별시,성북구,종암동,*,단독,8m미만,66.11,39.84,1980,월곡로5길
631,서울특별시,성북구,종암동,*,단독,8m미만,20.72,40,1985,월곡로7길
632,서울특별시,성북구,종암동,2*,단독,8m미만,27.34,40,1983,회기로
633,서울특별시,성북구,종암동,*,단독,8m미만,33.06,40,1980,월곡로5길
634,서울특별시,성북구,종암동,*,단독,8m미만,22.5,46,1985,월곡로5길
635,서울특별시,성북구,종암동,5*,단독,12m미만,92.99,49,1964,종암로19길
636,서울특별시,성북구,종암동,*,단독,8m미만,37.5,50,1985,월곡로10길
637,서울특별시,성북구,종암동,*,단독,8m미만,148.77,50,1966,종암로
638,서울특별시,성북구,종암동,*,단독,8m미만,29.55,53,1980,월곡로5나길
639,서울특별시,성북구,종암동,*,단독,25m미만,42.98,57,1980,월곡로
640,서울특별시,성북구,종암동,*,단독,8m미만,36.36,60,1980,월곡로5길
641,서울특별시,성북구,종암동,*,단독,8m미만,33.05,63,1980,월곡로5길
642,서울특별시,성북구,종암동,*,단독,8m미만,59.84,79,1970,월곡로7길
643,서울특별시,성북구,종암동,6*,단독,25m미만,102.63,82,1970,종암로19길
644,서울특별시,성북구,종암동,*,단독,8m미만,39.34,84,1961,월곡로7길
645,서울특별시,성북구,종암동,*,단독,8m미만,47.74,86,1961,월곡로6길
646,서울특별시,성북구,종암동,*,단독,8m미만,47.74,86,1961,월곡로6길
647,서울특별시,성북구,종암동,9*,단독,8m미만,45.12,90,1966,종암로24가길
648,서울특별시,성북구,종암동,*,단독,8m미만,79.34,92,1980,월곡로7길
649,서울특별시,성북구,종암동,*,단독,8m미만,149.74,99,1994,월곡로7길
650,서울특별시,성북구,종암동,1**,단독,8m미만,126.42,106,1973,종암로22길
651,서울특별시,성북구,종암동,1**,단독,8m미만,128.34,112,1973,종암로22길
652,서울특별시,성북구,종암동,1*,단독,8m미만,193.9,117,1993,종암로16길
653,서울특별시,성북구,종암동,1**,단독,8m미만,77.56,119,1974,종암로22길
654,서울특별시,성북구,종암동,1**,단독,8m미만,99.77,132,1974,종암로22길
655,서울특별시,성북구,종암동,1**,단독,8m미만,102.94,132,1974,종암로22길
656,서울특별시,성북구,종암동,8*,단독,8m미만,219.88,132,2017,종암로21길
657,서울특별시,성북구,종암동,2*,단독,8m미만,379.19,138,2001,종암로9길
658,서울특별시,성북구,종암동,4*,단독,8m미만,239.2,139,2010,종암로13길
659,서울특별시,성북구,종암동,1**,단독,8m미만,162.01,142,1974,종암로22길
660,서울특별시,성북구,종암동,4*,단독,8m미만,238.53,152,1994,종암로13길
661,서울특별시,성북구,종암동,8*,단독,12m미만,227.71,165,1980,종암로21길
662,서울특별시,성북구,종암동,6*,단독,8m미만,428.18,208,1993,종암로19가길
663,서울특별시,성북구,종암동,3*,단독,8m미만,457.89,213,1998,종암로3길
664,서울특별시,성북구,종암동,4*,단독,12m미만,384.64,228,2003,종암로9길
665,서울특별시,성북구,하월곡동,8*,다가구,8m미만,121.56,72,1980,오패산로17길
666,서울특별시,성북구,하월곡동,7*,다가구,8m미만,143.91,96,1980,오패산로13길
667,서울특별시,성북구,하월곡동,6*,다가구,8m미만,149.96,99,1994,오패산로
668,서울특별시,성북구,하월곡동,8*,다가구,8m미만,143.31,102,1994,월계로8길
669,서울특별시,성북구,하월곡동,9*,다가구,8m미만,119.36,106,1980,종암로36나길
670,서울특별시,성북구,하월곡동,1*,다가구,12m미만,234.24,106,1980,화랑로
671,서울특별시,성북구,하월곡동,2*,다가구,8m미만,247.59,145,1992,화랑로11길
672,서울특별시,성북구,하월곡동,8*,단독,8m미만,25.32,36,1980,동소문로42나길
673,서울특별시,성북구,하월곡동,8*,단독,8m미만,55.04,37,1980,
674,서울특별시,성북구,하월곡동,8*,단독,8m미만,39.67,58,1966,오패산로19길
675,서울특별시,성북구,하월곡동,4*,단독,8m미만,45.19,63,1980,화랑로7길
676,서울특별시,성북구,하월곡동,9*,단독,8m미만,66.11,66,1980,화랑로
677,서울특별시,성북구,하월곡동,8*,단독,8m미만,37.19,69,1970,동소문로42길
678,서울특별시,성북구,하월곡동,8*,단독,8m미만,37.19,69,1970,동소문로42길
679,서울특별시,성북구,하월곡동,8*,단독,8m미만,227.4,79,1995,동소문로42길
680,서울특별시,성북구,하월곡동,1*,단독,8m미만,69.42,99,1981,화랑로
681,서울특별시,성북구,하월곡동,9*,단독,8m미만,71.68,99,1985,화랑로
682,서울특별시,성북구,하월곡동,3*,단독,8m미만,164.3,99,1994,월곡로18길
683,서울특별시,성북구,하월곡동,4*,단독,8m미만,62.81,106,1969,월곡로18길
684,서울특별시,성북구,하월곡동,4*,단독,8m미만,64.2,106,1970,월곡로18길
685,서울특별시,성북구,하월곡동,8*,단독,8m미만,163.42,106,1994,월계로12길
686,서울특별시,성북구,하월곡동,3*,단독,8m미만,172.17,106,1993,월곡로18가길
687,서울특별시,성북구,하월곡동,8*,단독,8m미만,153.02,110,1990,동소문로42길
688,서울특별시,성북구,하월곡동,9*,단독,8m미만,138.83,116,1974,종암로34길
689,서울특별시,성북구,하월곡동,8*,단독,8m미만,57.85,122,1959,동소문로44길
690,서울특별시,성북구,하월곡동,9*,단독,8m미만,44.63,132,1980,화랑로
691,서울특별시,성북구,하월곡동,9*,단독,8m미만,198.44,144,1993,종암로36길
692,서울특별시,성북구,하월곡동,8*,단독,8m미만,103.8,162,1967,동소문로46길
693,서울특별시,성북구,하월곡동,9*,단독,12m미만,300.6,202,2011,종암로38길
694,서울특별시,성북구,하월곡동,1*,단독,25m이상,409.47,212,1980,화랑로
695,서울특별시,성북구,하월곡동,9*,단독,12m미만,311.29,330,1980,화랑로
696,서울특별시,동대문구,답십리동,*,다가구,8m미만,107.69,66,1997,답십리로60길
697,서울특별시,동대문구,답십리동,9**,다가구,8m미만,136.16,76,1993,황물로15다길
698,서울특별시,동대문구,답십리동,4**,다가구,8m미만,124.51,78,1980,답십리로32길
699,서울특별시,동대문구,답십리동,3**,다가구,8m미만,132.9,83,1992,천호대로69나길
700,서울특별시,동대문구,답십리동,4**,다가구,8m미만,128.97,84.1,1991,천호대로71길
701,서울특별시,동대문구,답십리동,2**,다가구,8m미만,126.92,89,1980,전농로5길
702,서울특별시,동대문구,답십리동,*,다가구,8m미만,144.75,93,1992,한천로
703,서울특별시,동대문구,답십리동,2*,다가구,8m미만,232.22,129,2014,답십리로56길
704,서울특별시,동대문구,답십리동,1*,다가구,25m미만,285.04,152,1995,한천로11가길
705,서울특별시,동대문구,답십리동,4**,다가구,12m미만,45.36,152.4,1980,답십리로30길
706,서울특별시,동대문구,답십리동,1**,다가구,12m미만,317.61,166,2003,사가정로2길
707,서울특별시,동대문구,답십리동,3**,단독,8m미만,91.89,50,1993,황물로3가길
708,서울특별시,동대문구,답십리동,1*,단독,8m미만,36.59,63,1980,전농로4다길
709,서울특별시,동대문구,답십리동,4**,단독,8m미만,106.25,64.5,1995,황물로
710,서울특별시,동대문구,답십리동,1*,단독,12m미만,227.96,65,1995,한천로11길
711,서울특별시,동대문구,답십리동,1*,단독,8m미만,46.35,66,1970,한천로11길
712,서울특별시,동대문구,답십리동,4*,단독,8m미만,26.18,67,1974,답십리로52길
713,서울특별시,동대문구,답십리동,2**,단독,8m미만,34.88,69,1963,전농로
714,서울특별시,동대문구,답십리동,1*,단독,8m미만,117.74,73,1996,한천로11나길
715,서울특별시,동대문구,답십리동,2**,단독,8m미만,42.98,76,1964,전농로3길
716,서울특별시,동대문구,답십리동,1*,단독,8m미만,59.5,76,1970,한천로11나길
717,서울특별시,동대문구,답십리동,4**,단독,8m미만,124.51,78,1988,답십리로32길
718,서울특별시,동대문구,답십리동,3*,단독,8m미만,60.17,79,1967,답십리로48다길
719,서울특별시,동대문구,답십리동,6*,단독,8m미만,53.01,83,1997,답십리로
720,서울특별시,동대문구,답십리동,*,단독,8m미만,95.58,83,1971,답십리로59길
721,서울특별시,동대문구,답십리동,3**,단독,8m미만,134.66,83,1992,천호대로69나길
722,서울특별시,동대문구,답십리동,4**,단독,12m미만,141.7,83.3,1988,천호대로73길
723,서울특별시,동대문구,답십리동,2**,단독,8m미만,149.91,86,1993,전농로3가길
724,서울특별시,동대문구,답십리동,2**,단독,8m미만,61.59,93,1972,전농로3가길
725,서울특별시,동대문구,답십리동,2**,단독,8m미만,159.5,99,1988,전농로
726,서울특별시,동대문구,답십리동,4**,단독,8m미만,69.85,101.5,1974,사가정로2길
727,서울특별시,동대문구,답십리동,4**,단독,8m미만,69.85,101.5,1974,사가정로2길
728,서울특별시,동대문구,답십리동,3**,단독,8m미만,142.91,103,1993,천호대로69가길
729,서울특별시,동대문구,답십리동,2**,단독,25m미만,207.63,106,1996,전농로3길
730,서울특별시,동대문구,답십리동,2**,단독,-,79.72,116,1980,
731,서울특별시,동대문구,답십리동,3*,단독,8m미만,167.76,116,1992,답십리로48라길
732,서울특별시,동대문구,답십리동,4**,단독,8m미만,185.1,116,1991,황물로7길
733,서울특별시,동대문구,답십리동,4**,단독,25m이상,160,118.7,1977,사가정로
734,서울특별시,동대문구,답십리동,4**,단독,8m미만,198.22,122.2,1992,황물로7길
735,서울특별시,동대문구,답십리동,9**,단독,8m미만,279.26,129,1991,황물로15가길
736,서울특별시,동대문구,답십리동,4**,단독,8m미만,123.11,131.9,1974,사가정로2길
737,서울특별시,동대문구,답십리동,4**,단독,8m미만,142.95,131.9,1974,사가정로2길
738,서울특별시,동대문구,답십리동,4**,단독,8m미만,142.95,131.9,1974,사가정로2길
739,서울특별시,동대문구,답십리동,4**,단독,8m미만,153.65,131.9,1974,사가정로2길
740,서울특별시,동대문구,답십리동,4**,단독,8m미만,153.65,131.9,1974,사가정로2길
741,서울특별시,동대문구,답십리동,4**,단독,8m미만,199.86,132.6,1991,황물로5가길
742,서울특별시,동대문구,답십리동,4**,단독,8m미만,140.36,155,1975,답십리로40길
743,서울특별시,동대문구,답십리동,4**,단독,8m미만,155.8,155,1976,답십리로40길
744,서울특별시,동대문구,답십리동,4**,단독,12m미만,249.55,185.2,1981,서울시립대로2길
745,서울특별시,동대문구,답십리동,4**,단독,12m미만,261.13,185.2,1980,서울시립대로2길
746,서울특별시,동대문구,답십리동,*,단독,8m미만,928.24,330,1995,답십리로59가길
747,서울특별시,동대문구,답십리동,4**,단독,8m미만,606.16,344.5,1980,사가정로
748,서울특별시,동대문구,신설동,9*,단독,8m미만,50.78,26,1961,왕산로3가길
749,서울특별시,동대문구,신설동,4*,단독,-,19.83,33,1980,한빛로
750,서울특별시,동대문구,신설동,4*,단독,-,33.55,60,1962,한빛로
751,서울특별시,동대문구,신설동,4*,단독,-,36.36,62,1961,한빛로
752,서울특별시,동대문구,신설동,9*,단독,8m미만,57.55,100.4,1980,난계로28길
753,서울특별시,동대문구,신설동,9*,단독,8m미만,56.76,102,1980,왕산로5길
754,서울특별시,동대문구,신설동,4*,단독,8m미만,30.88,119.21,1980,한빛로
755,서울특별시,동대문구,신설동,9*,단독,8m미만,282.33,130.5,1980,하정로2길
756,서울특별시,동대문구,신설동,9*,단독,8m미만,150.48,159.4,1962,천호대로7길
757,서울특별시,동대문구,신설동,1**,단독,8m미만,649.72,181.5,2018,천호대로
758,서울특별시,동대문구,신설동,9*,단독,8m미만,383.84,212,1968,왕산로3가길
759,서울특별시,동대문구,신설동,9*,단독,25m미만,343.51,252.2,1965,하정로
760,서울특별시,동대문구,용두동,1**,다가구,8m미만,148.51,104.8,2003,왕산로22길
761,서울특별시,동대문구,용두동,2**,다가구,25m미만,299.28,139,1982,한빛로
762,서울특별시,동대문구,용두동,1**,다가구,8m미만,350.59,156,1996,천호대로22길
763,서울특별시,동대문구,용두동,2*,다가구,12m미만,437.54,224.6,1985,왕산로28길
764,서울특별시,동대문구,용두동,1**,단독,8m미만,15.87,16.53,1980,무학로20나길
765,서울특별시,동대문구,용두동,2**,단독,8m미만,16.53,17.5,1980,무학로21길
766,서울특별시,동대문구,용두동,2**,단독,8m미만,16.2,17.8,1980,천호대로12가길
767,서울특별시,동대문구,용두동,2**,단독,8m미만,26.46,29.4,1985,천호대로13길
768,서울특별시,동대문구,용두동,2**,단독,8m미만,26.45,32.1,1980,무학로15가길
769,서울특별시,동대문구,용두동,3*,단독,8m미만,62.72,37.4,1985,답십리로10길
770,서울특별시,동대문구,용두동,2**,단독,25m이상,39.67,39.6,1980,무학로
771,서울특별시,동대문구,용두동,2**,단독,8m미만,33.06,40,1937,한빛로
772,서울특별시,동대문구,용두동,1**,단독,25m이상,46.28,46,1980,무학로
773,서울특별시,동대문구,용두동,7**,단독,8m미만,50.02,48.97,1969,
774,서울특별시,동대문구,용두동,1**,단독,8m미만,30.03,50.6,1985,무학로20길
775,서울특별시,동대문구,용두동,3*,단독,8m미만,112.2,50.9,1980,답십리로10길
776,서울특별시,동대문구,용두동,7**,단독,8m미만,50.02,52.31,1969,
777,서울특별시,동대문구,용두동,7**,단독,8m미만,33.06,59,1947,한빛로
778,서울특별시,동대문구,용두동,2**,단독,8m미만,45.11,59.5,1985,무학로15길
779,서울특별시,동대문구,용두동,1**,단독,8m미만,26.45,60,1980,한빛로7길
780,서울특별시,동대문구,용두동,3*,단독,8m미만,113.11,60.2,1975,왕산로32길
781,서울특별시,동대문구,용두동,2**,단독,8m미만,43.89,61.85,1985,무학로15길
782,서울특별시,동대문구,용두동,1**,단독,8m미만,40.93,63,1980,한빛로5길
783,서울특별시,동대문구,용두동,1**,단독,8m미만,99,63,1996,무학로
784,서울특별시,동대문구,용두동,7**,단독,8m미만,23.14,69,1980,한빛로
785,서울특별시,동대문구,용두동,1**,단독,12m미만,51.59,69.1,1957,왕산로
786,서울특별시,동대문구,용두동,1**,단독,8m미만,44.29,72.7,1980,무학로18길
787,서울특별시,동대문구,용두동,2**,단독,8m미만,51.07,72.7,1985,무학로15가길
788,서울특별시,동대문구,용두동,7**,단독,8m미만,33.32,76,1980,안암로6가길
789,서울특별시,동대문구,용두동,7**,단독,12m미만,39.67,76,1980,무학로45길
790,서울특별시,동대문구,용두동,1**,단독,12m미만,46.28,77,1937,무학로43길
791,서울특별시,동대문구,용두동,2**,단독,8m미만,42.98,77.7,1980,왕산로11길
792,서울특별시,동대문구,용두동,1**,단독,8m미만,59.5,78.7,1980,무학로20가길
793,서울특별시,동대문구,용두동,7**,단독,8m미만,26.45,79,1980,한빛로
794,서울특별시,동대문구,용두동,1**,단독,8m미만,39.67,79,1980,한빛로3길
795,서울특별시,동대문구,용두동,7**,단독,8m미만,39.67,79,1980,무학로47길
796,서울특별시,동대문구,용두동,7**,단독,8m미만,39.67,79,1980,한빛로
797,서울특별시,동대문구,용두동,1**,단독,8m미만,45.29,79,1980,왕산로
798,서울특별시,동대문구,용두동,7**,단독,8m미만,183.33,79,1999,안암로12길
799,서울특별시,동대문구,용두동,7**,단독,8m미만,42.97,86,1980,무학로49길
800,서울특별시,동대문구,용두동,7**,단독,12m미만,52.89,89,1980,무학로49길
801,서울특별시,동대문구,용두동,3*,단독,8m미만,101.12,92.6,1975,천호대로41길
