id,si,gu,dong,bunji,type,roadCondition,buildingSize,landSize,yearBuilt,address
1065,서울특별시,동대문구,장안동,1**,단독,12m미만,252.31,177,1980,한천로20길
1066,서울특별시,동대문구,장안동,1**,단독,12m미만,261.29,177,1981,한천로20길
1067,서울특별시,동대문구,장안동,1**,단독,12m미만,551.87,179,1997,한천로18길
1068,서울특별시,동대문구,장안동,4**,단독,8m미만,238.92,183.99,1982,천호대로87길
1069,서울특별시,동대문구,장안동,3**,단독,12m미만,382.32,193.5,1985,장한로17길
1070,서울특별시,동대문구,장안동,9*,단독,12m미만,209.28,220,1979,사가정로23가길
1071,서울특별시,동대문구,장안동,1**,단독,12m미만,447.79,224,2007,답십리로64길
1072,서울특별시,동대문구,장안동,3**,단독,12m미만,494.67,232,1980,장한로26다길
1073,서울특별시,동대문구,장안동,3**,단독,8m미만,289.68,304.8,1982,장한로34길
1074,서울특별시,동대문구,장안동,4**,단독,12m미만,692.51,347.1,1980,장한로10길
1075,서울특별시,동대문구,전농동,1**,다가구,8m미만,30.48,60,1980,서울시립대로28나길
1076,서울특별시,동대문구,전농동,1**,다가구,8m미만,97.63,61.1,1980,전농로37길
1077,서울특별시,동대문구,전농동,5**,다가구,8m미만,167.84,89,1999,답십리로23길
1078,서울특별시,동대문구,전농동,1**,다가구,8m미만,140.81,93,1980,서울시립대로18가길
1079,서울특별시,동대문구,전농동,4**,다가구,8m미만,152.74,94,1994,서울시립대로
1080,서울특별시,동대문구,전농동,6**,다가구,8m미만,176.04,112,1992,전농로31나길
1081,서울특별시,동대문구,전농동,5**,다가구,12m미만,189.57,112,1980,전농로27길
1082,서울특별시,동대문구,전농동,1**,다가구,8m미만,187.61,126,1980,서울시립대로19길
1083,서울특별시,동대문구,전농동,1**,다가구,8m미만,188.08,132,1980,서울시립대로
1084,서울특별시,동대문구,전농동,6*,다가구,8m미만,188.91,132,1980,사가정로13길
1085,서울특별시,동대문구,전농동,1**,다가구,8m미만,191.04,138.3,1980,전농로31나길
1086,서울특별시,동대문구,전농동,2**,다가구,12m미만,745.61,350,1984,전농로27길
1087,서울특별시,동대문구,전농동,6**,단독,8m미만,23.34,20,1979,전농로31나길
1088,서울특별시,동대문구,전농동,1**,단독,8m미만,13.22,20.8,1980,서울시립대로19길
1089,서울특별시,동대문구,전농동,1**,단독,8m미만,18.81,30,1985,전농로37가길
1090,서울특별시,동대문구,전농동,6**,단독,8m미만,62.81,33.13,1980,전농로31가길
1091,서울특별시,동대문구,전농동,6**,단독,12m미만,42.38,35.54,1976,답십리로15길
1092,서울특별시,동대문구,전농동,1**,단독,8m미만,25.56,36,1980,전농로37가길
1093,서울특별시,동대문구,전농동,1**,단독,25m이상,24.93,40,1956,서울시립대로28길
1094,서울특별시,동대문구,전농동,1**,단독,8m미만,34.92,43,1985,전농로37가길
1095,서울특별시,동대문구,전농동,1**,단독,8m미만,34.92,43,1985,전농로37가길
1096,서울특별시,동대문구,전농동,1**,단독,12m미만,38.14,43,1983,전농로37길
1097,서울특별시,동대문구,전농동,6**,단독,8m미만,58.45,44,1979,전농로31나길
1098,서울특별시,동대문구,전농동,1**,단독,12m미만,38.55,46,1980,전농로38가길
1099,서울특별시,동대문구,전농동,2**,단독,8m미만,30.3,49,2015,서울시립대로18가길
1100,서울특별시,동대문구,전농동,1**,단독,8m미만,33.05,56,1980,전농로27길
1101,서울특별시,동대문구,전농동,3**,단독,8m미만,76.64,60,2001,전농로15길
1102,서울특별시,동대문구,전농동,6**,단독,8m미만,36.07,62.5,1972,서울시립대로4길
1103,서울특별시,동대문구,전농동,1**,단독,12m미만,47.31,63,1980,
1104,서울특별시,동대문구,전농동,6*,단독,8m미만,35.97,66,1965,전농로20다길
1105,서울특별시,동대문구,전농동,2**,단독,8m미만,56.4,66,1980,전농로19길
1106,서울특별시,동대문구,전농동,1**,단독,12m미만,41.68,68,1983,전농로29길
1107,서울특별시,동대문구,전농동,6*,단독,8m미만,42.98,69,1965,
1108,서울특별시,동대문구,전농동,1**,단독,8m미만,101.55,69,1986,서울시립대로28가길
1109,서울특별시,동대문구,전농동,6*,단독,8m미만,44.76,73,1966,전농로20길
1110,서울특별시,동대문구,전농동,1**,단독,8m미만,35.43,76,1985,전농로31길
1111,서울특별시,동대문구,전농동,6**,단독,8m미만,47.01,79,1985,전농로31나길
1112,서울특별시,동대문구,전농동,6*,단독,8m미만,47.7,79,1980,사가정로13길
1113,서울특별시,동대문구,전농동,1**,단독,8m미만,125.49,79,1992,전농로37가길
1114,서울특별시,동대문구,전농동,3**,단독,8m미만,36.07,80,1965,전농로15길
1115,서울특별시,동대문구,전농동,6**,단독,8m미만,37.26,81,1985,전농로31가길
1116,서울특별시,동대문구,전농동,2**,단독,8m미만,27.77,82,1962,전농로29길
1117,서울특별시,동대문구,전농동,6*,단독,8m미만,68.66,83,1969,
1118,서울특별시,동대문구,전농동,1**,단독,25m이상,50.48,86,1985,전농로
1119,서울특별시,동대문구,전농동,2**,단독,8m미만,107.55,86,1989,답십리로23나길
1120,서울특별시,동대문구,전농동,6**,단독,8m미만,62.41,88.6,1960,서울시립대로5길
1121,서울특별시,동대문구,전농동,5*,단독,8m미만,73.15,89,1971,사가정로13길
1122,서울특별시,동대문구,전농동,5**,단독,8m미만,167.84,89,1999,답십리로23길
1123,서울특별시,동대문구,전농동,6*,단독,8m미만,38.18,93,1964,사가정로13길
1124,서울특별시,동대문구,전농동,6*,단독,8m미만,51.5,93,1965,사가정로13길
1125,서울특별시,동대문구,전농동,6*,단독,8m미만,107.74,93,1993,전농로20다길
1126,서울특별시,동대문구,전농동,6*,단독,8m미만,56.5,96,1965,전농로20다길
1127,서울특별시,동대문구,전농동,5*,단독,12m미만,58.18,96,1980,사가정로13가길
1128,서울특별시,동대문구,전농동,1**,단독,12m미만,68.83,96,1980,전농로29길
1129,서울특별시,동대문구,전농동,1**,단독,8m미만,177.44,96,1996,서울시립대로18가길
1130,서울특별시,동대문구,전농동,2**,단독,8m미만,209.03,96,1997,서울시립대로16길
1131,서울특별시,동대문구,전농동,1**,단독,8m미만,232.35,99,1989,전농로37가길
1132,서울특별시,동대문구,전농동,4**,단독,8m미만,42.96,102,1960,답십리로19길
1133,서울특별시,동대문구,전농동,6**,단독,8m미만,92.55,102.8,1970,서울시립대로4길
1134,서울특별시,동대문구,전농동,1**,단독,8m미만,53.26,106,1968,서울시립대로25길
1135,서울특별시,동대문구,전농동,6*,단독,8m미만,174.18,106,1989,사가정로13길
1136,서울특별시,동대문구,전농동,3**,단독,8m미만,181.45,116,1991,사가정로5길
1137,서울특별시,동대문구,전농동,*,단독,8m미만,119.72,119,1976,한천로33길
1138,서울특별시,동대문구,전농동,5**,단독,12m미만,192.73,119,1988,답십리로23길
1139,서울특별시,동대문구,전농동,3**,단독,8m미만,179.75,122,1992,전농로15길
1140,서울특별시,동대문구,전농동,5**,단독,25m이상,79.34,126,1980,서울시립대로
1141,서울특별시,동대문구,전농동,2**,단독,8m미만,199.29,126,1991,사가정로12길
1142,서울특별시,동대문구,전농동,2**,단독,12m미만,247.95,126,1988,전농로23길
1143,서울특별시,동대문구,전농동,1**,단독,8m미만,53.52,132,1962,답십리로23다길
1144,서울특별시,동대문구,전농동,1**,단독,12m미만,197.1,134,1983,전농로21길
1145,서울특별시,동대문구,전농동,*,단독,8m미만,165.95,136,1980,사가정로21길
1146,서울특별시,동대문구,전농동,6*,단독,8m미만,62.02,139,1964,사가정로13길
1147,서울특별시,동대문구,전농동,1**,단독,8m미만,249.28,139,1992,전농로38라길
1148,서울특별시,동대문구,전농동,2**,단독,12m미만,178.02,149,1980,전농로17길
1149,서울특별시,동대문구,전농동,5**,단독,12m미만,157.28,166,1979,전농로27길
1150,서울특별시,동대문구,전농동,6*,단독,8m미만,59.5,179,1973,사가정로13길
1151,서울특별시,동대문구,전농동,2**,단독,8m미만,356.94,181,1985,전농로17길
1152,서울특별시,동대문구,전농동,1**,단독,8m미만,157.75,222,1979,서울시립대로25길
1153,서울특별시,동대문구,전농동,1**,단독,12m미만,574.17,268,1994,전농로31길
1154,서울특별시,동대문구,전농동,*,단독,25m이상,992.42,340,1989,한천로
1155,서울특별시,동대문구,전농동,*,단독,25m이상,992.42,340,1989,한천로
1156,서울특별시,동대문구,제기동,1**,다가구,8m미만,172.21,76,1985,고산자로56길
1157,서울특별시,동대문구,제기동,1**,다가구,8m미만,144.36,99,1990,제기로15길
1158,서울특별시,동대문구,제기동,1**,다가구,8m미만,155.62,99.1,1980,제기로11길
1159,서울특별시,동대문구,제기동,6*,다가구,8m미만,223.89,146,1988,안암로18가길
1160,서울특별시,동대문구,제기동,1**,다가구,8m미만,249.48,182,1980,안암로20길
1161,서울특별시,동대문구,제기동,7**,단독,12m미만,35.26,25.76,1985,고산자로48길
1162,서울특별시,동대문구,제기동,5**,단독,12m미만,39.67,32.3,1948,홍릉로3길
1163,서울특별시,동대문구,제기동,1**,단독,8m미만,26.81,40,1962,안암로22길
1164,서울특별시,동대문구,제기동,1***,단독,25m이상,36.54,42.93,1985,회기로
1165,서울특별시,동대문구,제기동,1**,단독,8m미만,39.67,43,1980,제기로15길
1166,서울특별시,동대문구,제기동,1**,단독,12m미만,121.84,44,1977,고산자로60길
1167,서울특별시,동대문구,제기동,1**,단독,8m미만,26.01,53,1965,안암로22길
1168,서울특별시,동대문구,제기동,2**,단독,8m미만,19.83,60,1980,약령시로7길
1169,서울특별시,동대문구,제기동,1**,단독,8m미만,93.15,60,1998,제기로
1170,서울특별시,동대문구,제기동,1**,단독,12m미만,43.04,61,1980,안암로20길
1171,서울특별시,동대문구,제기동,1**,단독,8m미만,46.36,73,1985,고산자로52길
1172,서울특별시,동대문구,제기동,1**,단독,8m미만,66.12,76,1967,약령시로3길
1173,서울특별시,동대문구,제기동,1**,단독,8m미만,142.95,76,1994,안암로22길
1174,서울특별시,동대문구,제기동,5**,단독,8m미만,31.37,76.2,1947,홍릉로1가길
1175,서울특별시,동대문구,제기동,6*,단독,8m미만,49.59,83,1952,제기로4나길
1176,서울특별시,동대문구,제기동,4**,단독,8m미만,100.8,85.9,1964,경동시장로10길
1177,서울특별시,동대문구,제기동,2**,단독,8m미만,140.2,86,1991,약령시로17길
1178,서울특별시,동대문구,제기동,1**,단독,8m미만,36.36,90,1980,안암로22길
1179,서울특별시,동대문구,제기동,9**,단독,12m미만,67.21,90.4,1968,약령중앙로6길
1180,서울특별시,동대문구,제기동,1**,단독,8m미만,53.22,93,1977,제기로
1181,서울특별시,동대문구,제기동,1**,단독,8m미만,38.58,96,1976,제기로2가길
1182,서울특별시,동대문구,제기동,1**,단독,8m미만,48.92,96,1980,안암로20길
1183,서울특별시,동대문구,제기동,1**,단독,8m미만,165.29,96,1995,약령시로3길
1184,서울특별시,동대문구,제기동,6**,단독,12m미만,46.08,98.7,1960,고산자로50길
1185,서울특별시,동대문구,제기동,6*,단독,8m미만,86.91,99,1973,안암로
1186,서울특별시,동대문구,제기동,1**,단독,8m미만,149.88,99,1992,안암로22길
1187,서울특별시,동대문구,제기동,8**,단독,8m미만,211.35,99.2,1991,약령서길
1188,서울특별시,동대문구,제기동,8**,단독,8m미만,40.5,101.89,1959,약령중앙로13길
1189,서울특별시,동대문구,제기동,1**,단독,8m미만,165.51,106,2015,무학로44길
1190,서울특별시,동대문구,제기동,3**,단독,8m미만,209.38,109.8,1995,경동시장로20길
1191,서울특별시,동대문구,제기동,6*,단독,8m미만,87.6,117,1968,제기로6길
1192,서울특별시,동대문구,제기동,6*,단독,8m미만,175.9,119,1987,제기로2길
1193,서울특별시,동대문구,제기동,8**,단독,12m미만,101.38,120.9,1968,약령중앙로12길
1194,서울특별시,동대문구,제기동,1**,단독,8m미만,175.23,122,1986,고산자로52길
1195,서울특별시,동대문구,제기동,8**,단독,8m미만,241.2,125.65,2006,약령중앙로13길
1196,서울특별시,동대문구,제기동,1**,단독,8m미만,129.66,126,1965,제기로4다길
1197,서울특별시,동대문구,제기동,8**,단독,25m이상,183.74,127,1991,경동시장로9가길
1198,서울특별시,동대문구,제기동,8**,단독,12m미만,74.68,140,1962,약령시로14길
1199,서울특별시,동대문구,제기동,8**,단독,25m미만,294.48,141.8,2011,정릉천동로
1200,서울특별시,동대문구,제기동,1**,단독,8m미만,299.49,152,2016,무학로44길
1201,서울특별시,동대문구,제기동,6*,단독,8m미만,45.09,155,1956,안암로
1202,서울특별시,동대문구,제기동,9**,단독,12m미만,388.57,163,1991,약령동길
1203,서울특별시,동대문구,제기동,8**,단독,8m미만,92.96,167.2,1965,경동시장로9가길
1204,서울특별시,동대문구,제기동,1**,단독,8m미만,78.84,169,1966,무학로44길
1205,서울특별시,동대문구,제기동,6*,단독,8m미만,346.06,191,1988,제기로2길
1206,서울특별시,동대문구,제기동,1**,단독,8m미만,330,208,1993,고산자로54길
1207,서울특별시,동대문구,제기동,1***,단독,25m이상,418.44,212,1984,회기로2길
1208,서울특별시,동대문구,제기동,8**,단독,8m미만,193.46,221.5,1976,약령서길
1209,서울특별시,동대문구,제기동,6*,단독,8m미만,510.21,260,1996,안암로18길
1210,서울특별시,동대문구,제기동,6*,단독,8m미만,318.09,338,1958,제기로2길
1211,서울특별시,동대문구,청량리동,2**,다가구,8m미만,36.12,52.9,1980,제기로
1212,서울특별시,동대문구,청량리동,4**,다가구,12m미만,119.89,82.4,1995,홍릉로18길
1213,서울특별시,동대문구,청량리동,4**,다가구,8m미만,341.24,89,1980,제기로29길
1214,서울특별시,동대문구,청량리동,4**,다가구,8m미만,150.46,91.2,1980,제기로
1215,서울특별시,동대문구,청량리동,2**,다가구,8m미만,114.54,93,1980,제기로17길
1216,서울특별시,동대문구,청량리동,4*,다가구,8m미만,118.44,93.5,1995,왕산로45길
1217,서울특별시,동대문구,청량리동,8**,다가구,8m미만,164.33,106.4,1980,홍릉로24길
1218,서울특별시,동대문구,청량리동,4**,다가구,8m미만,175.26,107.1,1986,홍릉로10길
1219,서울특별시,동대문구,청량리동,4**,다가구,12m미만,214.95,115.5,1980,홍릉로18길
1220,서울특별시,동대문구,청량리동,5*,다가구,12m미만,720.9,316.5,1993,왕산로43다길
1221,서울특별시,동대문구,청량리동,5*,단독,8m미만,12.18,13.1,1980,제기로38길
1222,서울특별시,동대문구,청량리동,2**,단독,8m미만,23.14,29.8,1980,제기로31길
1223,서울특별시,동대문구,청량리동,2**,단독,8m미만,23.14,32.1,1980,홍릉로12길
1224,서울특별시,동대문구,청량리동,3**,단독,8m미만,24.86,33.7,1967,약령시로19길
1225,서울특별시,동대문구,청량리동,2**,단독,8m미만,49.58,39,1980,제기로21길
1226,서울특별시,동대문구,청량리동,2**,단독,12m미만,59.5,40,1980,회기로8길
1227,서울특별시,동대문구,청량리동,4**,단독,8m미만,33.05,42,1980,제기로25길
1228,서울특별시,동대문구,청량리동,1**,단독,8m미만,19.83,49.45,1980,제기로25길
1229,서울특별시,동대문구,청량리동,1**,단독,8m미만,43.26,54,1985,제기로25길
1230,서울특별시,동대문구,청량리동,2**,단독,8m미만,19.83,56,1980,제기로17길
1231,서울특별시,동대문구,청량리동,2**,단독,8m미만,49.58,56,1980,제기로21길
1232,서울특별시,동대문구,청량리동,2**,단독,12m미만,56.2,57.2,1980,홍릉로8길
1233,서울특별시,동대문구,청량리동,2**,단독,8m미만,27.54,63,1961,고산자로54길
1234,서울특별시,동대문구,청량리동,2**,단독,8m미만,39.67,63,1990,홍릉로29길
1235,서울특별시,동대문구,청량리동,2**,단독,25m이상,56.19,63,1980,홍릉로27길
1236,서울특별시,동대문구,청량리동,2**,단독,8m미만,95.98,63,1980,제기로21길
1237,서울특별시,동대문구,청량리동,2**,단독,8m미만,54.54,66,1980,제기로23길
1238,서울특별시,동대문구,청량리동,2**,단독,8m미만,38.15,69,1965,제기로21길
1239,서울특별시,동대문구,청량리동,5*,단독,8m미만,93.48,71,1988,왕산로43나길
1240,서울특별시,동대문구,청량리동,1**,단독,8m미만,41.38,73,1985,제기로25길
1241,서울특별시,동대문구,청량리동,5**,단독,8m미만,49.58,73.03,1980,제기로21길
1242,서울특별시,동대문구,청량리동,2**,단독,8m미만,130.73,80,1993,제기로23길
1243,서울특별시,동대문구,청량리동,9**,단독,8m미만,133.98,81.1,1994,제기로
1244,서울특별시,동대문구,청량리동,1**,단독,-,44.21,83,1985,제기로25길
1245,서울특별시,동대문구,청량리동,5*,단독,12m미만,149.71,84.9,1993,왕산로43나길
1246,서울특별시,동대문구,청량리동,2**,단독,8m미만,57.9,86,1965,고산자로54길
1247,서울특별시,동대문구,청량리동,2**,단독,8m미만,89.22,86,1980,제기로21길
1248,서울특별시,동대문구,청량리동,2**,단독,8m미만,108.06,86,1980,제기로21길
1249,서울특별시,동대문구,청량리동,6**,단독,8m미만,282.28,87.6,1969,약령시로
1250,서울특별시,동대문구,청량리동,2**,단독,8m미만,49.58,89,1980,제기로21길
1251,서울특별시,동대문구,청량리동,2**,단독,8m미만,112.98,93,1980,제기로23길
1252,서울특별시,동대문구,청량리동,4**,단독,8m미만,52.89,94.2,1980,홍릉로20길
1253,서울특별시,동대문구,청량리동,3**,단독,8m미만,131.13,95.9,1992,홍릉로
1254,서울특별시,동대문구,청량리동,3**,단독,8m미만,131.13,95.9,1992,홍릉로
1255,서울특별시,동대문구,청량리동,2**,단독,8m미만,84.71,96,1980,제기로23길
1256,서울특별시,동대문구,청량리동,2**,단독,8m미만,92.6,96,1985,제기로17길
1257,서울특별시,동대문구,청량리동,4**,단독,8m미만,146.26,101.1,1995,제기로26길
1258,서울특별시,동대문구,청량리동,2**,단독,8m미만,127.8,102,1980,제기로17길
1259,서울특별시,동대문구,청량리동,8**,단독,8m미만,173.64,106.6,1981,홍릉로22가길
1260,서울특별시,동대문구,청량리동,1*,단독,8m미만,179.62,119,1996,왕산로
1261,서울특별시,동대문구,청량리동,6*,단독,8m미만,179.82,126,1997,제기로37길
1262,서울특별시,동대문구,청량리동,8**,단독,8m미만,197.76,126.2,1981,제기로31길
1263,서울특별시,동대문구,청량리동,2**,단독,25m미만,113.42,132,1963,제기로17길
1264,서울특별시,동대문구,청량리동,2**,단독,8m미만,196.88,132,1992,제기로29길
1265,서울특별시,동대문구,청량리동,4**,단독,25m이상,198.35,134.8,1980,제기로
1266,서울특별시,동대문구,청량리동,5*,단독,8m미만,209.75,135.6,1989,제기로36길
1267,서울특별시,동대문구,청량리동,4*,단독,8m미만,288.62,173.1,1986,왕산로45길
1268,서울특별시,동대문구,회기동,5*,다가구,8m미만,207.52,144,1998,회기로23길
1269,서울특별시,동대문구,회기동,5*,단독,-,85.48,54,1997,회기로23길
1270,서울특별시,동대문구,회기동,*,단독,8m미만,37.75,69,1966,경희대로6길
1271,서울특별시,동대문구,회기동,6*,단독,12m미만,42.3,76,2005,이문로
1272,서울특별시,동대문구,회기동,*,단독,8m미만,36.17,79,1980,회기로23나길
1273,서울특별시,동대문구,회기동,4*,단독,8m미만,42.35,85,1957,회기로
1274,서울특별시,동대문구,회기동,1**,단독,8m미만,147.22,89,1994,이문로3길
1275,서울특별시,동대문구,회기동,2*,단독,8m미만,201.47,93,1997,회기로21길
1276,서울특별시,동대문구,회기동,1**,단독,8m미만,163.54,112,1992,회기로14길
1277,서울특별시,동대문구,회기동,1**,단독,8m미만,179.43,116,1995,회기로12길
1278,서울특별시,동대문구,회기동,1**,단독,8m미만,209.25,119,1993,회기로12길
1279,서울특별시,동대문구,회기동,1**,단독,8m미만,209.25,119,1993,회기로12길
1280,서울특별시,동대문구,회기동,5*,단독,8m미만,97.73,175,1912,회기로
1281,서울특별시,동대문구,회기동,6*,단독,8m미만,182.61,225,1973,회기로
1282,서울특별시,동대문구,휘경동,1**,다가구,8m미만,138.46,89,1990,휘경로14가길
1283,서울특별시,동대문구,휘경동,1**,다가구,8m미만,100.27,96,1992,외대역동로5나길
1284,서울특별시,동대문구,휘경동,1**,다가구,8m미만,130.68,96,1980,휘경로12나길
1285,서울특별시,동대문구,휘경동,2**,다가구,8m미만,192.13,149,1970,망우로16길
1286,서울특별시,동대문구,휘경동,1**,다가구,8m미만,275.4,178,1988,이문로12길
1287,서울특별시,동대문구,휘경동,1**,단독,8m미만,20.26,43,1967,휘경로14나길
1288,서울특별시,동대문구,휘경동,1**,단독,8m미만,23.37,53,1973,휘경로12길
1289,서울특별시,동대문구,휘경동,2**,단독,8m미만,31.93,56,1961,망우로12라길
1290,서울특별시,동대문구,휘경동,9*,단독,8m미만,91.56,69,1993,외대역동로7길
1291,서울특별시,동대문구,휘경동,1**,단독,8m미만,43.34,76,1964,외대역동로5가길
1292,서울특별시,동대문구,휘경동,1**,단독,8m미만,46.28,76,1943,외대역동로5길
1293,서울특별시,동대문구,휘경동,1**,단독,8m미만,117.16,76,1993,휘경로14길
1294,서울특별시,동대문구,휘경동,1**,단독,8m미만,58.02,79,1966,휘경로14길
1295,서울특별시,동대문구,휘경동,1**,단독,8m미만,50.94,83,1967,휘경로
1296,서울특별시,동대문구,휘경동,3**,단독,8m미만,133.17,86,1993,서울시립대로29가길
1297,서울특별시,동대문구,휘경동,1**,단독,8m미만,137.75,86,1993,외대역동로5가길
1298,서울특별시,동대문구,휘경동,1**,단독,8m미만,65.88,89,1969,휘경로14길
1299,서울특별시,동대문구,휘경동,1**,단독,8m미만,122.22,89,1991,휘경로14가길
1300,서울특별시,동대문구,휘경동,1**,단독,8m미만,147.03,93,1989,외대역동로14길
1301,서울특별시,동대문구,휘경동,1**,단독,8m미만,155.31,93,1993,휘경로14나길
1302,서울특별시,동대문구,휘경동,3**,단독,8m미만,44.89,96,1963,망우로1길
1303,서울특별시,동대문구,휘경동,1**,단독,8m미만,132.06,96,1991,휘경로12가길
1304,서울특별시,동대문구,휘경동,1**,단독,8m미만,163.05,99,1991,휘경로14길
1305,서울특별시,동대문구,휘경동,3**,단독,8m미만,59.02,102,1985,서울시립대로29가길
1306,서울특별시,동대문구,휘경동,1**,단독,8m미만,43.04,106,1961,휘경로14가길
1307,서울특별시,동대문구,휘경동,1**,단독,8m미만,119.23,109,1993,회기로29길
1308,서울특별시,동대문구,휘경동,2**,단독,8m미만,69.69,112,1973,망우로18길
1309,서울특별시,동대문구,휘경동,1**,단독,8m미만,57.62,116,1967,휘경로14길
1310,서울특별시,동대문구,휘경동,1**,단독,8m미만,137.88,122,1996,이문로6길
1311,서울특별시,동대문구,휘경동,4*,단독,25m이상,146.47,135,1977,한천로
1312,서울특별시,동대문구,휘경동,3**,단독,8m미만,223.09,136,1991,망우로10길
1313,서울특별시,동대문구,휘경동,2**,단독,8m미만,135.48,139,1972,망우로18바길
1314,서울특별시,동대문구,휘경동,1**,단독,8m미만,199.26,139,1992,휘경로12가길
1315,서울특별시,동대문구,휘경동,2**,단독,8m미만,139.73,146,1991,망우로18가길
1316,서울특별시,동대문구,휘경동,2**,단독,8m미만,298.08,146,2016,망우로18가길
1317,서울특별시,동대문구,휘경동,1**,단독,8m미만,308.54,149,1993,휘경로
1318,서울특별시,동대문구,휘경동,3**,단독,8m미만,229.04,159,1983,전농로38길
1319,서울특별시,동대문구,휘경동,2**,단독,8m미만,212.73,165,1970,망우로18나길
1320,서울특별시,동대문구,휘경동,1**,단독,8m미만,450.48,195,1994,회기로31길
1321,서울특별시,동대문구,휘경동,2**,단독,8m미만,320.57,212,1994,망우로12라길
1322,서울특별시,동대문구,휘경동,2**,단독,25m이상,795.8,486,1985,망우로21가길
